5908c318-9a7e-4dec-8ef5-98c0553e2668,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,24350.0,24450.0,24660.0
c5171843-9758-4736-a96c-677c18d3889f,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,23723.0,23818.0,24187.0
af296d1b-2f6d-49aa-9bd7-26388559c45e,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,27320.0,0.0
bf56ef14-5376-4797-989e-f7fd55a01ae6,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,16991.0,17102.0,17367.0
24feca5c-f159-4c81-96f4-8a78954c4c2a,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,0.0,0.0
55caaf8c-46e9-427e-b06d-87830b819773,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,161.53,162.34,164.85
b6838a9e-8e6d-46a7-b963-042bbc23b2b6,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,15175.0,15275.0,15542.0
ce8ecbf5-5a62-434b-808a-d1d09ee30b21,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,17587.0,17693.0,17967.0
b8c0e66a-5cb0-43f1-96be-96d8c39c89ff,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,24253.0,0.0
4f525608-d13f-4047-a7cf-347f41e8eb3d,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,17.12,0.0
f6be44b5-9141-4360-aab3-6e068a042bdc,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,637.0,0.0
d408e6b9-db33-44a9-bc54-11ce5bc38d97,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,0.0,0.0
ebde8926-bb58-454b-a45e-d411632633dd,20221021_224039,20221021_224039,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,null,null,0.0,13792.0,0.0
28f277c2-67a1-44e8-beb6-e06daae40e49,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,24570.0,24600.0,24872.0
28d6dfca-d624-4e0b-a35c-9b57b43f8415,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,27231.0,27395.0,28171.0
13900631-6777-441f-9a0e-0b6f2c1acf10,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,17088.0,17157.0,17643.0
248f7752-56cc-41cf-9142-b18e4ca04820,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,161.26,161.91,168.87
0510d97f-44f2-42d7-91c5-4d6313b34234,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,3092.0,3104.0,3199.0
1a7cf995-b3a7-4fdb-ba62-46369ac02ea4,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,15164.0,15225.0,15816.0
5707680f-4cf0-4902-a4c8-faabd542533d,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,17677.0,17748.0,18153.0
36fe5448-6c63-4d1f-b0a8-ddb005db5878,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,24191.0,24288.0,24926.0
0e3cde70-d4f7-487b-9eaf-c98aa4756964,20221021_224040,20221021_224040,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,null,null,0.0,16.54,17.93
