91e09030-1c9e-4b13-887e-a6f855f15d99,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,Đô la Mỹ,USD,24560.0,24600.0,24870.0
fb8ba121-e7fe-4796-a218-650e78100327,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,EURO,EUR,23682.0,23777.0,24860.0
a189b306-550f-4482-8df9-9d68b78077ec,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,Bảng Anh,GBP,27159.0,27268.0,28320.0
aca977f3-30cb-4850-9b6d-faa49c8afbe3,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,Yên Nhật,JPY,161.42,162.07,168.94
2ab2001a-8988-4381-9312-92e16905c630,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,Đô la Úc,AUD,15082.0,15142.0,15970.0
05bb323b-be72-45f8-aaef-0f19173cb868,20221021_225011,20221021_225011,https://thebank.vn,ABBank ,Đô la Canada,CAD,17566.0,17690.0,18310.0
6eff37a5-17b4-4498-9b64-af314bd95a99,20221021_225011,20221021_225011,https://thebank.vn,ACB ,Đô la Mỹ,USD,24350.0,24450.0,24660.0
2915d4a4-5ac9-44dc-bd20-2c44fa355ed9,20221021_225011,20221021_225011,https://thebank.vn,ANZ ,ĐÔ LA MỸ,USD,22650.0,22650.0,22750.0
53b7bdfd-d3a2-40f4-a0db-2d186523d32e,20221021_225011,20221021_225011,https://thebank.vn,ANZ ,ĐÔ LA ÚC,AUD,17108.0,17108.0,17653.0
3476dca6-877c-4b1c-94f9-1a2d0f6357fd,20221021_225011,20221021_225011,https://thebank.vn,ANZ ,ĐÔ CANADA,CAD,17417.0,17417.0,17911.0
7b4971d9-713a-49df-861f-eae3fa90f2ac,20221021_225011,20221021_225011,https://thebank.vn,ANZ ,FRANCE THỤY SĨ,CHF,22402.0,22402.0,23514.0
5d17ed5f-b910-409c-a9a1-8e163f81e842,20221021_225011,20221021_225011,https://thebank.vn,ANZ ,KRONE ĐAN MẠCH,DKK,3427.0,3427.0,3768.0
