Ngay lay,Gio lay,Ngay cap nhat,Gio cap nhat,Nguon,Ten ngan hang,Ten ngoai te,Ky hieu ngoai te,Mua tien mat,Mua chuyen khoan,Gia ban
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la,USD,23530.0,23600.0,23900.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Euro,EUR,22971.0,23063.0,23532.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Bảng Anh,GBP,0.0,26395.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la Singapore,SGD,16427.0,16535.0,16871.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la Hồng Kông,HKD,0.0,0.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Yên Nhật,JPY,162.01,162.82,166.13
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la Úc,AUD,15377.0,15477.0,15855.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la Canada,CAD,17301.0,17406.0,17759.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Won Hàn Quốc,KRW,0.0,17.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Franc Thuỵ Sĩ,CHF,0.0,24163.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Baht Thái,THB,0.0,631.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Đô la Đài Loan,TWD,0.0,0.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-acb,ACB,Ðô la New Zealand,NZD,0.0,13716.0,0.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la,USD,23550.0,23560.0,23830.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Bảng Anh,GBP,26129.0,26287.0,27034.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Singapore,SGD,16440.0,16506.0,16977.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Đô la Hồng Kông,HKD,2961.0,2973.0,3064.0
22/09/2022,18:15,22/09/2022,18:15,https://ngan-hang.com/ty-gia-ngan-hang-agribank,Agribank,Yên Nhật,JPY,160.7,161.35,168.35
